Candidate ID,Name,Job Description,Experience,Skills,Education,Score
130,Candidate 130,devops engineer proficient in cicd pipelines and docker,Senior Software Engineer at  (Jan 2021 to N/A)  | Senior Software Engineer at  (Jan 2020 to N/A)  | Full Stack Developer at  (Jan 2018 to Dec 2020)  | Javascript Developer at  (Jan 2016 to Dec 2020)  | Developer at Tom Comunicação (Jan 2011 to Dec 2016)  | Fullstack Developer at Sapien Interactive (Jan 2007 to Dec 2011)  | Unibh at Formação acadêmica (Jan 2006 to Dec 2008),Not Provided,Information Technology at Udacity Brasil (Jan 2016 to Dec 2018)  |  Information Technology at Udemy Academy (Jan 2014 to Dec 2018)  |   at Visualizado por Sofia Garin (N/A to Aug 2024),21.55
131,Candidate 131,devops engineer proficient in cicd pipelines and docker,App Developer at Intetics (Nov 2019 to Jul 2023)  | App Developer at Hepsiburada (NASDAQ: HEPS) (Jan 2019 to May 2019)  | Developer at GreyLoud (Sep 2018 to Dec 2019)  | Developer at Medical Startup (Jan 2017 to Apr 2018)  | Devops( 250 Pcs. + 8 Srv Linux И Win at Schmitz Cargobull AG (Jan 2010 to Dec 2016)  | Network Technician at Xorex-Service (Jan 2003 to Jan 2004),Not Provided,"Ios Developer at Irina Pacino: iOS Development Course (Jan 2016 to Jan 2016)  |  Gamification at Coursera (Jan 2015 to Jan 2015)  |  Web Developer at Southern Arizona Community Academy (Jan 2012 to Jan 2013)  | Bachelor of Engineering Systems and Networks at Belarusian State University of Informatics and Radioelectronics (Jan 2005 to Jan 2007)  | Bachelor of Engineering Production at BSUIR Affiliate ""Minsk Radioengineering College"" (Jan 2001 to Jan 2005)",23.37
132,Candidate 132,devops engineer proficient in cicd pipelines and docker,Software Engineer and Developer at Mercado Libre (Jun 2023 to Mar 2024)  | Developer at Freelance (Oct 2022 to Jul 2023)  | Developer and Net Developer at HexaSystems (Aug 2021 to Jul 2022)  | Software Developer at Achilles Group (Jul 2020 to Jul 2021)  | Developer and Net Developer at HexaSystems (May 2019 to Jun 2020)  | Software Developer at Majorel Iberia & LatAm (Feb 2018 to Apr 2019)  | Software Development Lead at HexaSystems (Feb 2017 to Dec 2017)  | Application Developer at IBM (Jun 2016 to Sep 2016)  | Senior Software Developer at MENPET (Oct 2009 to Mar 2016)  | Senior Software Developer and Team Lead at Seijas & Seijas Investigaciones Estadisticas (Feb 2006 to May 2016)  | Analyst at PDVSA Petroleos de Venezuela S.A. (Jan 2003 to May 2004),Not Provided,Engineering and Information Technologies at Santiago Mariño Polytechnic University Institute (Jan 2009 to Jan 2013),33.59
133,Candidate 133,devops engineer proficient in cicd pipelines and docker,Associate Project Manager at ICI-T Computer Institute (Sep 2023 to N/A)  | Sap Test Lead at Krish IT Solution (Jan 2022 to Nov 2022)  | Sap Test Lead at Krishi IT Solutions (Jan 2022 to Nov 2022)  | Test Lead - Sap at ABM Knowledgeware (Aug 2021 to Aug 2022)  | Sap Test Lead at ABM Knowledgeware (Aug 2021 to Aug 2022)  | Sap Test Lead at Vodafone Shared Services (Dec 2020 to Apr 2021)  | Team Lead at Vodafone Shared Services (Dec 2020 to Apr 2021)  | Senior Test Engineer at L&T InfoTech (Jun 2017 to Jul 2020)  | Senior Test Engineer at LTI (L&T InfoTech) (Jun 2017 to Jul 2020)  | Consultant at TATA Technologies (Jul 2014 to Sep 2016)  | Consultant at TATA TECHNOLOGIES (Jul 2014 to Sep 2016)  | Senior Process Executive at Infosys (Oct 2012 to Dec 2013)  | Sap Consultant at Shalom ERP Technologies Solution (Jan 2008 to Oct 2012)  | Sap Test Consultant at Shalom ERP Technologies (Jan 2008 to Oct 2012)  | Associate Project Manager at Computer Faculty (Aug 2005 to Jul 2007)  | Faculty at ICI-T Computer Institute (Aug 2005 to Jul 2007),Quality Assurance,Bachelor of Commerce  at R.S. Mundle Dharmpeth Arts and Commerce College (N/A to Dec 2002)  | Master Management at Lokmanya Tilak College of Engineering (N/A to Dec 2005),30.54
134,Candidate 134,devops engineer proficient in cicd pipelines and docker,Regional Information Technology Support Manager at AGESA (Feb 2024 to N/A)  | Staff at Lösung (Sep 2021 to Mar 2023),Software Development|Quality Assurance|JavaScript,Not Provided,6.0
135,Candidate 135,devops engineer proficient in cicd pipelines and docker,Test Developer Intern at SiDi (May 2023 to Dec 2023)  | Frontend Developer Intern at Stepwise (Nov 2022 to Apr 2023)  | Full Stack Developer at PET Computação - ICMC (Jan 2022 to Dec 2023),Not Provided,Bachelor of Computer Science  at University of São Paulo (N/A to N/A),10.5
136,Candidate 136,devops engineer proficient in cicd pipelines and docker,Assistant Professor at Chhattisgarh Swami Vivekanand Technical University (Oct 2017 to Jul 2018)  | Mobile Test Engineer at Xiaomi Technologies (May 2016 to Oct 2017)  | Human Resource Manager at Ballona Delivery Services (Jan 2012 to Dec 2015)  | Test Engineer at Marquis Technologies Santiago (Dec 2010 to Aug 2016)  | Assistant Professor at MM College Of Technology (Jan 2010 to Dec 2012)  | Lecturer at Institute Of Technology (Jul 2009 to Dec 2009),Quality Assurance,Master of Technology Electronics and Communication Engineering at Indian Institutes of Technology (N/A to N/A)  | Bachelor of Engineering Electronics at Chhattisgarh Swami Vivekanand Technical University (N/A to N/A)  | Post Graduate Business Administration at Symbiosis Society (N/A to N/A),23.46
137,Candidate 137,devops engineer proficient in cicd pipelines and docker,Proyecto at INGENIERO DE Ayni Consultora (Jan 2017 to N/A)  | Ingeniero De at Del Pino Ingenieros (Jan 2011 to Dec 2012)  | Proyecto - Responsable at ITO (Jan 2009 to Dec 2010)  | Integrante Comisión Departamento at INGENIERO CIVIL Universidad Católica del Norte (Jan 2007 to N/A),Not Provided,Diploma Diplomado En Inspección Técnica De Obras at 2024 Instituto Euskadi (Jan 2001 to Dec 2010)  | Educación Media at BÁSICA Antofagasta (Jan 1997 to Dec 2000)  | Educación Gerencia En Sistema Integrado De Gestión at Catholic University of the North (Jan 1988 to Dec 1996)  | Diploma  at 2024 Corporación Internacional (N/A to N/A)  | Diploma Diplomado En Gestión Cultural Comunitaria at 2024 Universidad de Chile (N/A to N/A)  | Título Ingeniero Civil at 2024 Universidad Católica del Norte (N/A to Dec 2011)  | Diploma Diplomado En Gestión De Calidad at Catholic University of the North (N/A to Dec 2011),14.4
138,Candidate 138,devops engineer proficient in cicd pipelines and docker,Project Lead at TECNOCOM CHILE (Jan 2017 to N/A)  | Pmo Qa at CORPORACION BANCOESTADO (Jan 2009 to Jul 2013)  | Lead Developed and Pm Area at CONSORCIO Bank (Jan 2006 to N/A)  | Cqe Engineer Analyst at Infosys Consulting T.I (Jan 1982 to N/A)  | Systems Engineer at Secundary Education (Jan 1982 to Dec 1988)  | Quality Assurance Engineer at TATA Consulting Chile (N/A to N/A)  | Quality Assurance Engineer Automation at Smart Start Technology (N/A to N/A),Not Provided,Not Provided,27.31
139,Candidate 139,devops engineer proficient in cicd pipelines and docker,Sap Quality Assurance Analyst at TestGroup (Dec 2022 to N/A)  | Sap Quality Assurance Analyst at Verity Consulting (Oct 2021 to Nov 2022)  | Sap Functional Analyst at Cintac SAIC (Oct 2020 to May 2021)  | Sap Sd Junior Consultant at Goplicity (Jan 2020 to Jun 2020)  | Process Engineer at HELP DESK (Jan 2015 to Jan 2016)  | Roles and Profiles Analyst at E D UC A TI ON (Jun 2012 to Jan 2015),Software Development|Quality Assurance|JavaScript|QA Automation,Not Provided,24.24
140,Candidate 140,devops engineer proficient in cicd pipelines and docker,Quality Assurance Analyst at 42 Labs (N/A to N/A)  | Quality Assurance Analyst at ValpoSystems (N/A to N/A)  | Quality Assurance Analyst at Funtional Test (N/A to N/A),QA Automation,Software Engineer at Duoc UC (Jan 2017 to Dec 2020),8.4
141,Candidate 141,devops engineer proficient in cicd pipelines and docker,Senior Quality Assurance Engineer at DigitalOcean (Mar 2023 to N/A)  | Lead Quality Assurance Engineer at Spekit (Aug 2018 to Feb 2023)  | Tester at Scale.AI (Apr 2017 to Aug 2018),Quality Assurance,Bachelor of Science Computer Engineering at Sir Syed University of Engineering and Technology (N/A to N/A),11.74
142,Candidate 142,devops engineer proficient in cicd pipelines and docker,Qa Lead at STARR Companies (Mar 2024 to N/A)  | Quality Assurance Engineer at Prey (Aug 2023 to Feb 2024)  | Ingeniero Qa at Cencosud (Sep 2020 to Dec 2020)  | Ingeniero Qa at Banco Estado (Mar 2020 to Sep 2020)  | Líder Qa at Sermaluc (Mar 2019 to Dec 2019)  | Qa Automatizador at Banco Santander (Jun 2018 to Mar 2019)  | Analista Desarrollador Bi at Rayen Salud (Jun 2015 to Jun 2018)  | Técnico Informático at Comercial Box Technology (May 2013 to May 2015)  | Qa Automatizador Sr at Proyecto Zúrich Santander (May 2011 to Mar 2013)  | Qa Automation Sr at Kibernum (N/A to N/A),Problem Solving|JavaScript,Ingeniero En Ejecución Informática  at Instituto Profesional AIEP (Jan 2011 to Dec 2016),30.46
143,Candidate 143,devops engineer proficient in cicd pipelines and docker,Qa Lead at Apply Digital (Sep 2022 to N/A)  | Quality Assurance Engineer Automation at Reign (Dec 2019 to Oct 2022)  | Quality Assurance Engineer Automation at Unimarc SMU E-commerce Chile (Jun 2018 to Dec 2019)  | Test Engineer at Metlife Continuous Interaction (Sep 2017 to Jun 2018)  | Test Engineer at Consorcio App (Jan 2017 to Sep 2017)  | Engineer at University of Valparaíso Software (Dec 2015 to Dec 2016)  | Quality Assurance Analyst at Upcom (Nov 2014 to Nov 2015)  | Quality Assurance Analyst at BugFinders (Jan 2014 to Nov 2014),Not Provided,Not Provided,30.85
144,Candidate 144,devops engineer proficient in cicd pipelines and docker,Marketing at RHYTHM / Digital Marketing Agency (Apr 2024 to N/A)  | Conversion Rate Optimization Specialist at INOVA USA / E-commerce brand incubator (Oct 2023 to Jul 2024)  | Marketing Automation Manager at doto.com.mx (N/A to N/A)  | Marketing and Customer Relationship Manager Specialist at ECOMSUR (N/A to N/A),Digital Marketing|Email Marketing|Marketing Automation|Marketing Campaigns,at Escuela Bancaria y Comercial (Jan 2022 to Jan 2023)  | Bachelor Communication at Entertainment Business Management (Jan 2018 to Dec 2022),16.08
145,Candidate 145,devops engineer proficient in cicd pipelines and docker,Coordinador De Proyectos at SEnTRA Services & Technology (Feb 2017 to Dec 2022)  | Analista Funcional Qa at SEnTRA Services & Technology (Mar 2010 to Sep 2012)  | Analista Qa at SEnTRA Services & Technology (Jul 2009 to Feb 2010)  | Analista Qa at SEnTRA Services & Technology (Mar 2009 to May 2009)  | Analista Funcional Qa at SEnTRA Services & Technology (Jul 2008 to Feb 2009)  | Analista Funcional Qa at SEnTRA Services & Technology (Apr 2008 to Jul 2008),Quality Assurance,Istqb Tester - Foundation Level at University of Chile (Apr 2016 to Jun 2016)  | Certificado N° Ingeniería En Informática at Temuco Catholic University (Mar 2000 to Dec 2006)  | Certificado N° Automatización De Pruebas De Software at ISQI (N/A to Aug 2018)  | Istqb Scrum Master at Foundation Level Extension (N/A to Nov 2018),24.3
146,Candidate 146,devops engineer proficient in cicd pipelines and docker,Quality Assurance Analyst at Telecom Personal S.A (Jul 2023 to N/A)  | Tester at Banco Galicia (Jun 2021 to Jul 2023),Quality Assurance|Problem Solving,Bachelor Administration and Economics at Westminster School (Connecticut) (N/A to N/A),6.3
147,Candidate 147,devops engineer proficient in cicd pipelines and docker,Associate Quality Assurance Engineer at Moody's ESG Solutions (Jan 2020 to Dec 2022),Software Development|Quality Assurance|Problem Solving|Attention to Detail,Ingeniera Civil Informática at Pontifical Catholic University of Valparaíso (Jan 2013 to Dec 2019),5.37
148,Candidate 148,devops engineer proficient in cicd pipelines and docker,Lead Generation Specialist at Agencia de Marketing para Doctores (Jan 2023 to Jun 2023)  | E X P E R I E N C I a P R O F E S I O N a L at  (N/A to N/A),Not Provided,Institución Educativa Distrital at Colombia Adventist University (N/A to N/A),12.3
149,Candidate 149,devops engineer proficient in cicd pipelines and docker,Qa Lead at VZOR (Jan 2024 to May 2024)  | Qa Lead at LEMU (Oct 2022 to Dec 2023)  | Qa Lead at Tecnova (Jun 2022 to Oct 2022)  | Qa Lead at Tricot S.A (Jan 2019 to Feb 2022)  | Quality Assurance Analyst at Tutorial (Jan 2017 to Dec 2018)  | Quality Assurance Analyst at Rhiscom S.A (Jan 2016 to N/A),Quality Assurance|Problem Solving|Attention to Detail|Organization Skills|QA Automation,Degree Computer Science and Engineering at Scrum Master (Jan 2014 to Dec 2019)  |  Advanced Programming at University of Santo Tomas Institute of Information and Computing Sciences (N/A to Dec 2019),28.6
150,Candidate 150,devops engineer proficient in cicd pipelines and docker,Quality Assurance Engineer at Trebol (Apr 2023 to Aug 2023)  | Qa Automation at TCS Chile CL (Aug 2022 to Apr 2023)  | Quality Assurance Engineer at TSOFT Chile S.A. CL (May 2022 to Aug 2022)  | Quality Assurance Analyst at Claro Chile S.A. CL (Aug 2019 to May 2022)  | Quality Assurance Analyst at Practia Consulting (May 2017 to Aug 2019),JavaScript,"Computer Engineer at University of Santiago, Chile (Jan 2018 to Dec 2021)  | Certificate Scrum Foundation Professional at CLVSNQVNYY-SSZZQKZV-XHRHTSXCYP (N/A to Dec 2020)",19.85
151,Candidate 151,devops engineer proficient in cicd pipelines and docker,Tsoft Spa / Analista Qa Sr at Banco Consorcio (Mar 2022 to N/A)  | Tata Consultancy at Banco BCI (Jul 2020 to Mar 2022),Not Provided,Quality Assurement Qa / Diplomado at CIISA (N/A to N/A)  | Ingeniero Informática at Universidad INACAP (N/A to N/A),7.2
152,Candidate 152,devops engineer proficient in cicd pipelines and docker,Senior Software Development Engineer at Evernote (Nov 2022 to N/A)  | Senior Quality Assurance Engineer at A s s u r a n c e S p e c i a l i s t (Aug 2019 to Nov 2022)  | Senior Quality Assurance Engineer at Escuela de Postgrado UPC (Jan 2012 to N/A),Software Development|Quality Assurance,Bachelor Project Management at Universidad Peruana de Ciencias (N/A to N/A),19.41
153,Candidate 153,devops engineer proficient in cicd pipelines and docker,Business Development Executive at Cabify (Jan 2024 to Jun 2024)  | Business Development Specialist at Nexla (Oct 2023 to Jan 2024)  | Sales Development Representative at Sellerate ™ (Oct 2023 to Jun 2024)  | Data Enrichment Specialist at Sellerate ™ (Sep 2023 to Oct 2023)  | Data Operations at TRM Labs (Jun 2022 to Oct 2023)  | Data Operations at Sellerate ™ (Jun 2022 to Aug 2023)  | Customer Business Specialist at Delgado’s Confectionery (Dec 2019 to May 2022)  | Business Specialist at bazar (Jul 2019 to Nov 2019),Not Provided,Design at Ada ITW (Apr 2023 to Jul 2023)  | Bachelor Diseño Y Comunicación Visual at University of Palermo (Aug 2021 to Aug 2025),26.7
154,Candidate 154,devops engineer proficient in cicd pipelines and docker,Growth Specialist at Beehive AI (Jan 2024 to N/A)  | Sales Development Representative at SDRmax (Dec 2023 to Jan 2024)  | Customer Success Representative at APS Resources International (Apr 2023 to Dec 2023)  | Sales Development Representative at Dreams Intercâmbios (Jul 2022 to Apr 2023)  | Vendedora at FARM Rio (Dec 2020 to Feb 2022),Not Provided,Not Provided,16.5
155,Candidate 155,devops engineer proficient in cicd pipelines and docker,Business Development Executive at Kenility (May 2024 to N/A)  | Sales Development Representative at Solvo Global (May 2023 to May 2024)  | Telefonista at Nona Bettina (Oct 2021 to Feb 2022)  | Operario at Cerramientos y estructuras (Nov 2019 to Aug 2020)  | Call Center at medical salud (Mar 2019 to May 2019)  | Encargado De Depósito at Distribuidora bicentenario (Nov 2017 to Sep 2018),Not Provided,Medicine and Sales at National University of Córdoba (Apr 2017 to Apr 2019)  | Bachelor'S Ciencias Naturales at José Manuel estrada (N/A to N/A),19.5
156,Candidate 156,devops engineer proficient in cicd pipelines and docker,Sales Development Representative Latam at Check Point Software Technologies (Jul 2023 to N/A)  | Sustainability Advisor at Tennders (Jan 2023 to Jun 2023)  | Insurance Sales Agent at Jiro y Asociados Agente de Seguros y Fianzas (Jun 2019 to Jul 2023),Not Provided,Master Business and Innovation at EADA Business School (Oct 2022 to Jun 2023)  | Bachelor International Business at Monterrey Institute of Technology and Higher Education (Aug 2019 to Dec 2023),12.3
157,Candidate 157,devops engineer proficient in cicd pipelines and docker,Tester at Proyecto Personal (Jan 2024 to N/A),Quality Assurance|Microsoft PowerPoint,"Tester Manual, Qa Manual at QA Positives (Jan 2024 to Jan 2024)  |  Estudiante, Ingeniería Informática at Central University of Venezuela (Sep 2016 to May 2018)",2.4
158,Candidate 158,devops engineer proficient in cicd pipelines and docker,Quality Assurance Engineer at Santiago de Chile (Apr 2022 to N/A)  | Quality Assurance Engineer at Automatizador (Apr 2019 to Apr 2022)  | Quality Assurance Engineer at Santiago de Chile (Jun 2018 to Mar 2019)  | Quality Assurance Engineer at Santiago de Chile (Aug 2016 to Apr 2018)  | Support Engineer at Santiago de chile (Apr 2013 to Apr 2016)  | Programmer Analyst at CertiProf (N/A to N/A)  | Quality Assurance Engineer at QA-Nova (N/A to N/A),JavaScript,Master Profesional at Santiago de Chile (May 2021 to Jul 2021)  |  Informatics at Universidad Tecnológica de Chile INACAP (Mar 2011 to Dec 2013)  |   at Santiago de Chile (Mar 2007 to Dec 2009),26.21
159,Candidate 159,devops engineer proficient in cicd pipelines and docker,Quality Assurance Analyst at TCIT (Feb 2023 to Jan 2024)  | Quality Assurance Analyst at ACL (Sep 2022 to Feb 2023)  | Ingeniería En Informática at DUOC UC (Jan 2018 to Dec 2022),Not Provided,Not Provided,9.9
160,Candidate 160,devops engineer proficient in cicd pipelines and docker,Inside Sales Representative at iFood (Nov 2020 to Mar 2022)  | Gestor De Ventas Y Servicios at Velbet Agencia de Seguros (Aug 2017 to Feb 2019)  | Ejecutivo De Ventas Y Servicios at Banco de Bogotá (Mar 2016 to Apr 2017)  | Ejecutivo De Ventas Y Servicios at Banco de Bogotá (Jan 2015 to Mar 2016)  | Ejecutivo De Ventas Y Servicios at Banco de Bogotá (Dec 2013 to Dec 2014),Business-to-Business (B2B)|Sales Processes,"Curso Intensivo De Tele Ventas Y Cobranzas at Colegio Los Nogales (Aug 2020 to Sep 2020)  |  Curso Intensivo De Neuro Ventas at Corporacion Educativa del Prado (Apr 2020 to May 2020)  |  Técnico En Asesoría Comercial Y Operaciones En Entidades Financieras, Técnico En Asesoría Comercial Y Operaciones En Entidades Financieras at Servicio Nacional de Aprendizaje (SENA) (Mar 2013 to Nov 2013)  |  Profesional En Administración De Negocios Y Finanzas Internacionales., Profesional En Administración De Negocios Y Finanzas Internacionales at Remington College (Jan 2012 to Dec 2016)  | Bachillerato  at Lasallian educational institutions (Jan 2004 to Dec 2009)",21.3
161,Candidate 161,devops engineer proficient in cicd pipelines and docker,Tester at Smartraining (May 2023 to Apr 2024)  | Developer at Incubadora de Desafio Latam (Sep 2022 to Dec 2023)  | Tester at Kimche (Jun 2022 to May 2023)  | Tester at Lionbridge Technologies (May 2015 to Mar 2022),JavaScript|React.js,"Master Full Stack Developer at Fullstack Academy (Dec 2021 to Apr 2022)  | Master Education at Andrés Bello National University (Mar 2019 to Mar 2021)  |  Design at Andrés Bello National University (Mar 2016 to Dec 2016)  |  English and Portuguese at University of Santiago, Chile (Mar 2009 to Dec 2013)",11.7
162,Candidate 162,devops engineer proficient in cicd pipelines and docker,Analista Qa at METODOLOGÍA ÁGIL (Feb 2022 to Jan 2024)  | Banco Internacional at  (Sep 2014 to Aug 2019)  | Analista Qa at  (Feb 2013 to Sep 2014)  | Analista Qa at RED GLOBAL (Jul 2012 to Oct 2012),Quality Assurance,Diploma En Gestion Agil De Proyectos at Intituto Profesional Aiep (N/A to Dec 2012),11.7
163,Candidate 163,devops engineer proficient in cicd pipelines and docker,Account Manager at The Knot Worldwide (Jun 2023 to Jun 2024)  | Consultora Comercial at BAG (Feb 2022 to Dec 2022)  | Ejecutiva De Cuentas Corporativas at MPS MAYORISTA DE COLOMBIA (Sep 2018 to Mar 2019),Not Provided,Bachiller Académico Social at Colegio Maria Auxiliadora de Chía (N/A to Dec 2008),10.8
164,Candidate 164,devops engineer proficient in cicd pipelines and docker,Sales Executive at The Call Gurus (Feb 2024 to N/A)  | Business Development Associate at Allied Logistics Partners (Sep 2023 to Apr 2024)  | Business Development Representative at Allied Logistics Partners (Mar 2021 to Sep 2023),Not Provided,Industrial Engineering and Engineering at Islamic University of Indonesia (Jul 2024 to Jul 2027)  | High School Diploma Business Administration and Management at Universidad Autónoma de la Ciudad de México (Jan 2016 to Dec 2019),10.8
165,Candidate 165,devops engineer proficient in cicd pipelines and docker,Bdr at CloudKitchens (Oct 2021 to Oct 2023)  | Bdr at Lamudi México (Feb 2021 to Feb 2022)  | Bdr at DoctoraliaMX (Aug 2018 to Jul 2020)  | Product Expert Kielh at L'Oréal (Apr 2017 to Nov 2017),Not Provided,"Ciclo Formativo De Grado Superior, Ciencia De Datos at DEV.F (Jan 2023 to Aug 2024)  | Diploma Matemáticas Y Estadística at Universidad Autónoma Metropolitana (Jan 2018 to Jan 2019)  |  Biología, Biología Molecular at Universidad Autónoma Metropolitana (Jan 2018 to Jan 2022)",11.4
166,Candidate 166,devops engineer proficient in cicd pipelines and docker,Senior Lead at WeWork LATAM (May 2024 to N/A)  | Sales Development Senior Associate at WeWork LATAM (Oct 2022 to May 2024)  | Customer Care Coordinator at EF Education First (Apr 2021 to Mar 2022)  | Front Desk Receptionist at Central Hoteles (Mar 2020 to Jun 2020)  | Human Resources Trainee at Rosewood Mayakoba (Jul 2018 to Jan 2019)  | Front Desk Associate at Regus (Jun 2016 to Nov 2016),Not Provided,"Administracion Internacional De Empresas De La Hospitalidad, Administración/ Gestión Hotelera at Universidad del Valle de México (Jan 2015 to Jan 2019)",21.0
167,Candidate 167,devops engineer proficient in cicd pipelines and docker,Lead Generation Analyst at Listopro (Dec 2022 to N/A)  | Sales Development Representative at Linked Ai (Jun 2022 to Jun 2023)  | Customer Pathfinder at La Haus (Aug 2021 to May 2022),Not Provided,"Administracion De Empresas, Administracion De Empresas at Saint Thomas Aquinas University (Jan 2020 to Jan 2024)  |  Business at Makers Fellowship (N/A to Jan 2023)",9.6
168,Candidate 168,devops engineer proficient in cicd pipelines and docker,"Appointment Setter at American Income Life Insurance (Mar 2024 to N/A)  | Lead Generation Specialist at Premier Mortgage Consultants Of SWFL, Inc NMLS:388211 (Oct 2023 to Jun 2024)  | Virtual Assistant at Metamax (May 2023 to Oct 2023)  | Call Center Representative at Access Salud, C.A. (May 2022 to May 2023)",Not Provided,Tsu Radiocomunicaciones Aeronáuticas at Inter-University Centre for Astronomy and Astrophysics (Mar 2018 to Aug 2021),15.3
169,Candidate 169,devops engineer proficient in cicd pipelines and docker,Head of International Business at Snap It Go (Apr 2023 to Apr 2024)  | Demand Generation Specialist at Slashdot Media (Oct 2022 to Apr 2023)  | Marketing Manager at HalloSophia (Jun 2021 to Sep 2022)  | Interpreter at LanguageLine Solutions (Dec 2019 to May 2021),Not Provided,Negocios Internacionales/Comercio Internacional at Universidad Anáhuac México Norte (Jan 2017 to Jan 2021),13.5
170,Candidate 170,devops engineer proficient in cicd pipelines and docker,Hunter at Rappi (Mar 2022 to May 2022)  | Hunter at Rappi (Mar 2022 to Mar 2024)  | Asesor Automotriz at Renault (Feb 2021 to Feb 2022)  | Supervisor De Operaciones at Walmart de México y Centroamérica (Mar 2020 to Jan 2021)  | Key Account Manager at Piña Colada Agency (Mar 2017 to Jan 2019),Not Provided,Licenciatura Marketing at Universidad de Guanajuato (Apr 2021 to Sep 2024),16.5
171,Candidate 171,devops engineer proficient in cicd pipelines and docker,Senior Email Marketing Specialist at The Global Assist (Mar 2023 to N/A)  | Campaign Specialist at Wunderman Thompson (Sep 2022 to Feb 2023)  | Deployment Specialist at Cheetah Digital (Oct 2019 to Oct 2021)  | Customer Service Representative at Dialog Direct (May 2019 to Aug 2019)  | Customer Service Representative at Teleperformance (Jul 2017 to Apr 2018),Audience Segmentation,Not Provided,17.1
172,Candidate 172,devops engineer proficient in cicd pipelines and docker,Virtual Assistant at Jaad Logistics (Mar 2019 to N/A)  | Administrative Assistant at Chris Abugo & Co (Aug 2018 to Jul 2019)  | Administrative Assistant at Nwokolo & C (Feb 2017 to Jun 2017),Not Provided,Higher National Diploma  at ETH Zurich (Jul 2019 to May 2022)  | Bachelor Office Technology and Management at ETH Zurich (Jul 2016 to Aug 2018),10.2
173,Candidate 173,devops engineer proficient in cicd pipelines and docker,Sales Development Representative at - SMELTER.AI (Jan 2023 to Apr 2024)  | Sales Development Representative at CALLBOX (Jan 2023 to N/A)  | Receptionist at IBIS STYLES BOTAFOGO HOTEL (Jan 2022 to May 2022)  | Realtor at RELIANCE FUND (Jan 2022 to Oct 2022)  | Bilingual Consultant at HURB TRAVEL (Jan 2020 to Nov 2021)  | Receptionist at MERCURE ARPOADOR HOTEL (Jan 2020 to Apr 2020)  | Receptionist at ROYALTY COPACABANA HOTEL (Jun 2018 to Oct 2019)  | Receptionist at  (May 2017 to Apr 2018)  | Chief at Bellboy and Bellboy (Apr 2016 to May 2017),Sales|English|Oral Communication|Interpersonal Skills|Lead Qualification|Business-to-Business (B2B)|Sales Processes,Not Provided,29.42
174,Candidate 174,devops engineer proficient in cicd pipelines and docker,Senior Product Designer at Africa Prudential (Feb 2023 to Apr 2024)  | Senior Product Designer at Interswitch Group (Aug 2019 to Jan 2023)  | Product Designer at Guaranty Trust Bank (Apr 2015 to Jul 2019)  | Ui Designer at INITS (Mar 2015 to Nov 2018),Not Provided,Bachelor Time at University of Lagos (Aug 2001 to Apr 2008),13.5
175,Candidate 175,devops engineer proficient in cicd pipelines and docker,Senior Product at Nerdwallet (Nov 2020 to N/A)  | Senior Product Designer at Rightpoint (Apr 2019 to Jun 2020)  | Senior Product Designer at GTB (Jun 2018 to Apr 2019)  | Senior Product Designer at Perficient Digital Ann (Mar 2014 to Mar 2018)  | Senior Product Designer at Digitas (Dec 2012 to Mar 2014),Not Provided,Graphic Design at College for Creative Studies (Aug 1997 to Aug 1999),16.2
176,Candidate 176,devops engineer proficient in cicd pipelines and docker,Marketing Manager at  (Jan 2023 to N/A)  | Marketing Manager at Boyacá Pawnshop (Oct 2019 to Jul 2022)  | Customer Service Training at E. Jiménez y Asociados (May 2019 to May 2019)  | Digital Marketing Manager at Crypto Fund (Jan 2019 to Dec 2021)  | Sales Junior at Acerías de Colombia / Acesco (Feb 2018 to Sep 2018)  | Junior Assistant at Marketing Genius Gym S ocial s kills (Jan 2017 to Jul 2017)  | Event Promoter at Corona (Jan 2017 to Jan 2018)  | Content Lead at Compraventa Boyaca (May 2016 to N/A),Microsoft PowerPoint,E-Commerce  at Singularity University (Jul 2020 to Nov 2020),28.2
177,Candidate 177,devops engineer proficient in cicd pipelines and docker,Business Development Manager at Experis México (Jun 2023 to N/A)  | Business Solutions Manager at Bedu (Mar 2022 to Jun 2023)  | Inside Sales Coordinator at Bedu (Dec 2021 to Feb 2022)  | Senior Sales Executive at Bedu (Jan 2020 to Nov 2021)  | Coordinator Sales at AMED (Jan 2016 to Dec 2019),Not Provided,Licenciatura Psicología Industrial at Universidad Mexiquense del Bicentenario (Jan 2011 to Jan 2016),15.9
178,Candidate 178,devops engineer proficient in cicd pipelines and docker,Business Development Specialist at Lean Solutions Group (Jun 2024 to N/A)  | Lead Generation Specialist at Teleperformance (Nov 2022 to Jun 2024)  | Land Acquisition Manager at Ayala construcciones (Feb 2016 to Sep 2022),Not Provided,"Certificate Management at University of Palermo (Buenos Aires) (Jan 2019 to Jun 2019)  | Certificate Leadership and Development at University of Palermo (Buenos Aires) (Jan 2018 to Jun 2018)  | High School Diploma  at Politecnico Mayor Andino (N/A to Dec 2015)  |  Studying, Full Stack Web Developer at soyhenry (N/A to Mar 2023)",10.2
